,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.6371476929,0.2793473888,0.6762825599,0.255439091,0.6479050881,0.2387337889,0.7582352709,0.284405576,0.6454070199,0.2573098172,0.8086898374,0.4190327605,0.6847582072,0.4007243751,0.7035650725,0.6248065414,0.5096146318,0.5279641925,0.5428327661,0.5624157093,0.3718504492,0.5607590756,0.7389559709,0.8837165338,0.6079724336,0.7103611319,0.3173037466,0.7419626258,0.2735857945,0.6211883307,0.2273762347,1.091621258,0.4465470277,1.015602359
0.6384693862,0.2815227039,0.6823072849,0.2518920187,0.6470403616,0.2407009524,0.7633529804,0.2804937474,0.6423194325,0.2589703509,0.8163480912,0.4054686012,0.7253026684,0.4258283152,0.7978488722,0.6271153956,0.5695302913,0.4880100874,0.5009739104,0.551191988,0.4295695083,0.5332087555,0.7910467307,0.9232690071,0.5966597661,0.8711825617,0.4091034455,0.8933600934,0.272887152,0.6195363739,0.3983527547,1.060773305,0.4470500631,1.024697523
0.6375819718,0.2824457196,0.6793953078,0.2541828539,0.6468870835,0.2424206493,0.7736200897,0.2854920844,0.6442764,0.2606279878,0.8144702842,0.4199126945,0.7228224862,0.4576508217,0.8297513209,0.6318264676,0.5596644637,0.4952950069,0.5398504372,0.5628394907,0.3561347319,0.5407833985,0.7399048082,0.911642459,0.6062524755,0.8740631331,0.3291449231,0.7999643902,0.280051903,0.6280653245,0.2406325136,1.13133024,0.2846078613,1.093385335
0.6396152055,0.2798330775,0.676025103,0.2519978153,0.6453069045,0.2413252003,0.7766849113,0.2794249073,0.6409603779,0.2627049037,0.8148868886,0.4069607836,0.6293599578,0.4497319925,0.8410808474,0.6079464107,0.4974988676,0.525193416,0.5636502013,0.6415678561,0.3539574063,0.5333281788,0.8110567599,0.940025389,0.5943713745,0.8188976332,0.5305306364,1.131942967,0.2870747904,0.6266286036,0.4876735721,1.14933766,0.3355819168,1.027445448
0.6504886605,0.2800664741,0.6837867284,0.2569414793,0.6674205116,0.2503734244,0.7782356099,0.2783260717,0.6753160527,0.2744399589,0.8164906469,0.4065867485,0.6398002981,0.447394726,0.8430400989,0.6037803902,0.4969325778,0.5253756012,0.5578206439,0.6321089456,0.3679088479,0.5320233049,0.8256937817,0.8444104522,0.6228491399,0.8048167049,0.4784375276,0.8647129489,0.3232033021,0.6327910664,0.3958826807,1.085114625,0.4440014752,1.054752021
0.6408733858,0.2844742727,0.6811296745,0.2567548034,0.646413189,0.245878125,0.7864916724,0.28331694,0.6386257906,0.2669639192,0.8128286326,0.4066987737,0.6326287785,0.442721242,0.851561858,0.6059586096,0.5106819576,0.5111698269,0.5634332253,0.6350443725,0.3790027019,0.5361102657,0.7594239257,0.8311917061,0.5988022622,0.8216109647,0.4102847251,0.823603361,0.288148264,0.6268715568,0.3875327723,1.100214348,0.2892875059,1.102954793
0.6493094886,0.2816112929,0.675181464,0.2581390475,0.6573662758,0.2472278744,0.7774654919,0.2838300712,0.6437180886,0.2724418813,0.816933111,0.4214248354,0.639698652,0.4424680025,0.8580113237,0.6132877513,0.4919134801,0.4987208877,0.601665328,0.6501345158,0.3882160113,0.5296353193,0.7605021547,0.8977999087,0.5988114261,0.8187728602,0.4201553063,0.8468887191,0.2825128373,0.6271424943,0.3735611731,1.078395315,0.2874968154,1.086617704
0.6401199311,0.2829877529,0.6780176172,0.254044179,0.6476551921,0.2467641452,0.7717539401,0.2774520063,0.6418601956,0.2693442828,0.8131083672,0.419669638,0.6331823215,0.4439649718,0.8647729228,0.6067933727,0.4751600403,0.5111950418,0.6174166105,0.6497013151,0.3610245207,0.538066822,0.8000926582,0.9405509687,0.5928167963,0.8031319075,0.5453396901,1.129366,0.3032529985,0.6234002021,0.488264749,1.125612341,0.450136515,0.9820066828
0.6502392988,0.2830576569,0.6762137849,0.2572849196,0.6576804855,0.2499792978,0.7697726743,0.2799373607,0.6459159554,0.2695932326,0.8336471862,0.4090714671,0.8070815667,0.4164204005,0.8612516947,0.6245530966,0.6177408018,0.5689401676,0.6279917872,0.5770567595,0.5535420861,0.4983243038,0.8290927753,0.8264216007,0.7980356532,0.8161153348,0.5822015495,0.9778789503,0.6555863466,0.9799882441,0.4958845725,1.135010035,0.6116327191,1.148561448
0.6374753106,0.2894563489,0.6771343394,0.2571256195,0.6450718275,0.2513601833,0.7712174427,0.2769137827,0.6388367642,0.271340317,0.8222837717,0.4159972474,0.6454275443,0.4452519844,0.87111357,0.6263572356,0.5727168298,0.494602336,0.6251060928,0.577977567,0.5386451283,0.499899159,0.810213985,0.9116863348,0.6031807573,0.7368761643,0.5985396252,1.058351482,0.2834583776,0.5913529699,0.5436975501,1.058168358,0.3813923908,1.093002364
0.6470779463,0.2840352782,0.6730417287,0.2558821321,0.655581311,0.2470123643,0.7672047671,0.2826618585,0.6393248042,0.271156927,0.8265760177,0.4133605523,0.6358573557,0.4570524015,0.8769556367,0.6150332103,0.4849426756,0.506904179,0.6721093024,0.6475117494,0.4523225758,0.5268940536,0.8049095883,0.9179187668,0.5958686654,0.796087839,0.5977364496,1.059535704,0.2877407185,0.6201586593,0.4998849701,1.016326805,0.3645758972,1.09544447
