,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3195252252,0.393497566,0.3172401027,0.3759691607,0.3268797815,0.371834019,0.3301737299,0.3896822602,0.2604174549,0.3878518982,0.3362553147,0.5005089058,0.2146076358,0.5879347909,0.4115530378,0.5186276195,0.2514735572,0.7596520858,0.432247349,0.5416630919,0.3818310587,0.7315696006,0.3711266026,0.686494194,0.3092414027,0.802296469,0.4503464291,0.7449738519,0.3745376195,0.809747733,0.4364739916,0.8781014924,0.3739804225,0.9034815688,0.5312832265,0.2727226797,0.5382297048,0.2543577894,0.5241013946,0.2579947464,0.5184136921,0.254480425,0.5172974386,0.2573352429,0.5396148927,0.3513904379,0.46407625,0.3606648699,0.5894096872,0.4496184298,0.4427028876,0.5087617523,0.6259968677,0.4927572842,0.5091398226,0.5481147321,0.5578009864,0.5691028303,0.5427721521,0.58161066,0.6100465778,0.6717611336,0.5635603687,0.6827314021,0.5540256741,0.7838989782,0.5589059031,0.805703392,0.3195252252,0.393497566,0.3172401027,0.3759691607,0.3268797815,0.371834019,0.3301737299,0.3896822602,0.2604174549,0.3878518982,0.3362553147,0.5005089058,0.224613288,0.5464226046,0.4115530378,0.5186276195,0.2514735572,0.7596520858,0.432247349,0.5416630919,0.3818310587,0.7315696006,0.3711266026,0.686494194,0.3522723862,0.6848417819,0.4503464291,0.7449738519,0.4399828419,0.7460916532,0.4364739916,0.8781014924,0.4414752824,0.8817221992
0.3195252252,0.393497566,0.3172401027,0.3759691607,0.3268797815,0.371834019,0.3301737299,0.3896822602,0.2604174549,0.3878518982,0.3362553147,0.5005089058,0.2146076358,0.5879347909,0.4115530378,0.5186276195,0.2514735572,0.7596520858,0.432247349,0.5416630919,0.3818310587,0.7315696006,0.3711266026,0.686494194,0.3092414027,0.802296469,0.4503464291,0.7449738519,0.3745376195,0.809747733,0.4364739916,0.8781014924,0.3739804225,0.9034815688,0.5312832265,0.2727226797,0.5382297048,0.2543577894,0.5241013946,0.2579947464,0.5184136921,0.254480425,0.5172974386,0.2573352429,0.5396148927,0.3513904379,0.46407625,0.3606648699,0.5894096872,0.4496184298,0.4427028876,0.5087617523,0.6259968677,0.4927572842,0.5091398226,0.5481147321,0.5578009864,0.5691028303,0.5427721521,0.58161066,0.6100465778,0.6717611336,0.5635603687,0.6827314021,0.5540256741,0.7838989782,0.5589059031,0.805703392,0.3195252252,0.393497566,0.3172401027,0.3759691607,0.3268797815,0.371834019,0.3301737299,0.3896822602,0.2604174549,0.3878518982,0.3362553147,0.5005089058,0.224613288,0.5464226046,0.4115530378,0.5186276195,0.2514735572,0.7596520858,0.432247349,0.5416630919,0.3818310587,0.7315696006,0.3711266026,0.686494194,0.3522723862,0.6848417819,0.4503464291,0.7449738519,0.4399828419,0.7460916532,0.4364739916,0.8781014924,0.4414752824,0.8817221992
0.3191334209,0.3977300567,0.3204043199,0.3806994249,0.3302535695,0.3730380384,0.3343589909,0.3922352871,0.2667019098,0.3928888076,0.3566598521,0.5111953127,0.2124107932,0.6038645634,0.4164594231,0.5464898368,0.2344985556,0.8202511841,0.4296329346,0.5431250536,0.2895462726,0.8278798352,0.3621480409,0.8037585717,0.3263584621,0.8859994248,0.4470453077,0.7507998761,0.3567329251,0.8765117531,0.4242216548,0.8754976547,0.3666632296,0.9075645677,0.5119298831,0.2786419494,0.5271414876,0.2588799337,0.5092550493,0.2606335255,0.4960051404,0.2579327718,0.5098624396,0.2634836202,0.5399971379,0.3544862799,0.4711158842,0.3642279183,0.5796165411,0.4451942196,0.4376590815,0.5276210157,0.6272020716,0.4980857241,0.5168558985,0.557659216,0.5443703488,0.5718448301,0.4961793609,0.5958638432,0.5562693841,0.6906089461,0.5099882143,0.6854696187,0.4890866103,0.8400029295,0.4976976387,0.8396726619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3207250179,0.4017533576,0.3182963657,0.3699241717,0.3275598905,0.3770991794,0.3339086414,0.3953719059,0.2635356925,0.3945274774,0.3592659527,0.5244918581,0.2103281837,0.585200906,0.4087092997,0.6223717305,0.2402855144,0.7861174622,0.399160964,0.571174128,0.2950120436,0.8306980068,0.368519944,0.8025837241,0.3155153642,0.8864089036,0.4455773756,0.7463728228,0.2998487922,0.8838411324,0.4286940051,0.8861178412,0.3235201344,1.057242677,0.5035248619,0.28647616,0.5245219242,0.2621242075,0.5062154332,0.2641532171,0.4921268178,0.2584120321,0.5274144536,0.2578614491,0.5389149848,0.3511056467,0.4718645222,0.3633717414,0.5743426303,0.4355428352,0.4423631453,0.5192463574,0.6253231256,0.4884063384,0.5133942036,0.560973682,0.5445598072,0.5733997169,0.4980767222,0.5953249282,0.5212319723,0.6781896265,0.5046428781,0.6805252713,0.490813291,0.839296216,0.4974489119,0.8392340126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3208278849,0.4039251251,0.3212561737,0.3809620651,0.3291059394,0.3792252349,0.3333839424,0.3984376559,0.270664601,0.3988128531,0.3572978157,0.5196823956,0.2186600336,0.6010973852,0.4218272254,0.5442322435,0.2331680138,0.8342802775,0.4320760511,0.5024087089,0.2960596715,0.8304328764,0.3669809697,0.7880692785,0.3304504161,0.896289635,0.4510141115,0.7429008849,0.3640746811,0.8800785743,0.4342723268,0.8905480035,0.3762636201,1.05000792,0.5073469733,0.2867372095,0.5044666617,0.2697893976,0.5031717909,0.2674897005,0.5201706942,0.2580379302,0.5107193383,0.259904222,0.5420206549,0.3498602285,0.4734248818,0.3648335844,0.5880863453,0.448223072,0.4510897774,0.5108048406,0.6323759806,0.4944651795,0.5651540009,0.513201507,0.5448809486,0.5737235654,0.4802730074,0.5996902134,0.5607808614,0.6849982092,0.4977128033,0.6880938905,0.5591870957,0.8109844965,0.5021310219,0.8404305355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3186227598,0.4052429521,0.3166443532,0.3721586838,0.3235197485,0.3815859759,0.3348757302,0.3959651061,0.2612275279,0.3992741185,0.3639477088,0.5087231353,0.2144132161,0.5658888514,0.4275773156,0.5584954708,0.2365384352,0.7391175642,0.4370006133,0.550922092,0.2870398124,0.7320861359,0.3613133709,0.7056680152,0.2986926374,0.7985685302,0.4450416314,0.7456584311,0.3089516219,0.7864586896,0.4309456998,0.8878567197,0.3157888618,0.9275356001,0.51466062,0.2872828942,0.5120127823,0.2697574329,0.5063245788,0.2689818594,0.5175749077,0.2616925295,0.5129938098,0.2654553721,0.5489666647,0.3497067401,0.4690587567,0.3721646533,0.636170083,0.4452879642,0.4555003263,0.5199093454,0.6798423056,0.4967816644,0.5842229476,0.5426073012,0.5490405912,0.5766612636,0.4929713062,0.597306254,0.5573711701,0.67728005,0.5036446914,0.6787962301,0.494442596,0.8388948453,0.4983441616,0.838481788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3228069855,0.4074438197,0.3188348243,0.3776164172,0.3256973144,0.3830093404,0.3338061752,0.3957128698,0.2669567338,0.4013480942,0.3582337905,0.4992101754,0.2160258868,0.5683397461,0.419369961,0.5479581068,0.2355579783,0.7463162484,0.3868140228,0.5638414413,0.2875424563,0.7454459302,0.3404457671,0.7558553896,0.3018514349,0.8009082507,0.3771141297,0.7887219678,0.312610051,0.7840820862,0.3731337829,0.8970546401,0.316817664,1.043203124,0.549717777,0.2841824632,0.5390011123,0.2575164379,0.5430787825,0.2593768636,0.5155242668,0.2572536567,0.5155255099,0.2601507598,0.5288748203,0.360321129,0.4659446019,0.3505785505,0.6436666106,0.4414516058,0.4673555111,0.5114558426,0.7012563717,0.4879029852,0.510118966,0.5301926114,0.550151414,0.5888258103,0.5430311322,0.6000167869,0.5582526134,0.6825985643,0.5533996018,0.6857359054,0.4869071046,0.831521566,0.5571358229,0.8107977025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3254039,0.4031306946,0.3193534191,0.3747039726,0.3350141299,0.3827671788,0.3323450534,0.3960694586,0.2839346266,0.3999122367,0.3382484421,0.4860302706,0.2314722232,0.5275051226,0.4168666736,0.540368539,0.232581762,0.6950056074,0.3956566154,0.550676472,0.3012647211,0.7186175741,0.3707350831,0.7099269615,0.2812567908,0.738541788,0.3935912871,0.6988624024,0.3098863635,0.7795430961,0.3719679398,0.8961856585,0.3079101668,0.9310211795,0.5265808811,0.2861789154,0.5214219297,0.270041608,0.5170415032,0.2690189649,0.5119507285,0.2605883008,0.5172417674,0.2649248954,0.5441595998,0.3493624315,0.474054266,0.3601969535,0.6336328519,0.4406405002,0.4420683291,0.510133507,0.6361116203,0.4747061154,0.5171529087,0.5484740409,0.5482854528,0.5789241871,0.4935167852,0.6004151247,0.5579697884,0.6828984287,0.5070216749,0.6855376772,0.4884121511,0.8300374868,0.493569215,0.8260553233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3274080484,0.4027067622,0.3209489199,0.3765460755,0.3365988861,0.3799270081,0.3308874754,0.4031526266,0.2805214299,0.4014724702,0.3497921947,0.4930445273,0.2326611638,0.5262416859,0.4011894516,0.5983876094,0.2347459765,0.6843359857,0.4278908611,0.6280184398,0.305870206,0.6475472246,0.3417982536,0.7468014575,0.2812599134,0.7391719954,0.4310626014,0.7418224716,0.2777397865,0.7714613582,0.372466683,0.8771495102,0.3104927469,0.9085066581,0.524675154,0.2876880512,0.5195563721,0.2715700548,0.5146603454,0.2700781272,0.5146217198,0.2621922747,0.5039436052,0.2675218743,0.5388855582,0.3478995384,0.4667774898,0.3639986085,0.5909695366,0.4507088197,0.4468024148,0.5135804917,0.6442245955,0.4637510446,0.5142706155,0.5552985368,0.5460876519,0.5778507497,0.5425544898,0.5872236275,0.5568092022,0.6779347344,0.5517011978,0.676731618,0.4921498127,0.8290662107,0.5574417035,0.8233939405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.3271307185,0.4040748396,0.3219612656,0.376552802,0.3375941844,0.3794730739,0.3315794162,0.400888986,0.2802882658,0.4010434182,0.3485645506,0.4957868524,0.2392975681,0.5360196778,0.4286072398,0.5086883466,0.2443722009,0.7005994997,0.4304611446,0.5047343683,0.3109968937,0.6335878681,0.3653899992,0.7079454662,0.2778697886,0.7593035976,0.442794271,0.6939323589,0.3741197995,0.7891900474,0.4337488074,0.8476023928,0.384454768,0.8847476004,0.5125321266,0.27184334,0.5107459651,0.2556722229,0.5108750785,0.2527999674,0.5022469713,0.2516980586,0.5248451437,0.2512009889,0.5353742629,0.350424743,0.476462008,0.3643192286,0.583732618,0.443976265,0.4422352898,0.5170094506,0.6390437839,0.4743685419,0.5149690224,0.5392411327,0.5499490402,0.5693177336,0.489243268,0.5968747467,0.5645742477,0.6715555593,0.505052644,0.6832948764,0.564933229,0.8215505641,0.5048854504,0.8247230446,0.3271307185,0.4040748396,0.3219612656,0.376552802,0.3375941844,0.3794730739,0.3315794162,0.400888986,0.2802882658,0.4010434182,0.3485645506,0.4957868524,0.2392975681,0.5360196778,0.3950822103,0.6214978754,0.2443722009,0.7005994997,0.4307339855,0.6220101358,0.3109968937,0.6335878681,0.3653899992,0.7079454662,0.2778697886,0.7593035976,0.442794271,0.6939323589,0.3741197995,0.7891900474,0.4337488074,0.8476023928,0.384454768,0.8847476004
